Age,Gender,Department,JobRole,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,OverTime,DistanceFromHome,TrainingTimesLastYear,PerformanceRating,Attrition
31,Female,Research & Development,Research Director,77224,13,3,3,Yes,19,5,1,0
24,Female,Sales,Laboratory Technician,88162,14,4,1,No,27,0,1,0
58,Female,Sales,Manager,143833,21,1,1,No,22,2,2,1
24,Female,Research & Development,Research Scientist,31699,5,3,1,Yes,3,3,3,0
21,Female,Research & Development,Manufacturing Director,19924,13,1,1,No,37,3,4,0
57,Male,Research & Development,Laboratory Technician,102509,24,1,1,Yes,27,4,4,1
41,Male,Research & Development,Sales Representative,21647,0,4,3,No,9,4,2,0
36,Male,Research & Development,Research Director,119925,4,2,4,No,3,3,3,0
48,Female,Sales,Laboratory Technician,20174,3,1,2,Yes,37,6,2,1
34,Female,Sales,Laboratory Technician,146019,8,2,4,No,12,6,1,0
23,Male,Human Resources,Research Director,86915,3,1,3,No,1,3,3,0
48,Female,Sales,Healthcare Representative,143034,4,4,2,No,25,6,3,1
25,Male,Human Resources,Healthcare Representative,32097,21,4,1,No,1,4,4,0
41,Female,Research & Development,Sales Representative,51904,11,1,4,No,9,0,1,0
57,Female,Sales,Research Scientist,76409,8,1,1,Yes,35,0,3,1
57,Female,Sales,Research Director,18970,10,4,2,Yes,2,0,2,0
33,Male,Sales,Manufacturing Director,28895,24,4,1,No,30,1,2,0
50,Male,Research & Development,Manager,59470,12,4,4,No,25,2,1,0
43,Female,Research & Development,Manufacturing Director,114500,11,3,4,No,12,0,1,0
38,Female,Research & Development,Sales Representative,110644,23,4,2,No,12,4,2,0
23,Female,Research & Development,Manager,26719,0,2,2,No,19,2,1,0
33,Male,Research & Development,Research Scientist,23073,11,4,3,No,21,4,2,0
45,Male,Human Resources,Research Scientist,103564,18,4,3,No,35,3,3,0
59,Male,Human Resources,Research Director,63561,12,1,2,No,11,1,1,0
18,Female,Research & Development,Healthcare Representative,121936,21,1,2,No,24,4,4,0
48,Male,Research & Development,Laboratory Technician,55234,22,3,1,No,27,6,2,0
53,Male,Research & Development,Research Scientist,63982,8,4,2,No,1,2,4,0
57,Male,Research & Development,Research Scientist,44611,20,4,3,No,35,2,3,0
35,Female,Research & Development,Human Resources,50977,6,1,3,No,39,3,4,0
22,Female,Sales,Human Resources,110327,5,2,4,Yes,4,5,2,0
29,Female,Research & Development,Manufacturing Director,78616,24,4,3,No,11,3,1,0
53,Male,Human Resources,Research Scientist,103978,0,1,4,No,31,5,1,0
54,Male,Sales,Manufacturing Director,25618,8,3,3,No,32,0,1,0
44,Male,Research & Development,Research Scientist,87291,15,2,2,Yes,7,0,3,0
23,Male,Human Resources,Healthcare Representative,76917,10,1,2,No,36,2,3,0
23,Female,Sales,Manager,137954,21,1,3,No,13,1,4,0
38,Female,Research & Development,Human Resources,72169,6,3,2,No,12,0,4,0
42,Female,Human Resources,Laboratory Technician,28923,13,4,4,Yes,14,1,4,0
19,Male,Human Resources,Research Scientist,109118,3,1,1,No,27,1,2,1
46,Male,Sales,Research Scientist,35208,5,2,1,Yes,9,6,2,0
40,Female,Research & Development,Manufacturing Director,137724,4,1,2,No,22,5,4,0
18,Male,Research & Development,Manager,66765,18,3,1,No,3,2,3,0
22,Male,Sales,Sales Executive,120912,5,4,1,No,6,6,2,0
37,Male,Research & Development,Sales Representative,103544,16,4,2,No,30,5,4,0
48,Male,Sales,Healthcare Representative,77757,8,2,1,No,15,1,1,0
52,Female,Sales,Research Director,93850,14,2,1,No,31,3,3,0
36,Female,Research & Development,Healthcare Representative,39666,21,2,3,No,29,6,4,0
30,Male,Research & Development,Research Scientist,24995,21,4,2,No,39,3,3,0
58,Female,Research & Development,Sales Executive,118450,0,2,4,Yes,6,2,3,1
37,Male,Research & Development,Manager,144387,19,1,1,No,37,6,1,0
31,Male,Research & Development,Healthcare Representative,131359,23,4,3,Yes,35,4,3,0
36,Male,Sales,Research Director,56183,16,1,3,No,17,3,2,0
18,Female,Sales,Research Director,63333,4,4,3,No,6,6,4,0
30,Female,Sales,Research Scientist,63461,16,1,3,No,6,5,2,0
39,Female,Research & Development,Laboratory Technician,109845,15,3,1,No,20,2,2,0
56,Male,Sales,Research Scientist,99190,16,2,4,Yes,1,2,2,0
49,Male,Sales,Sales Executive,122524,10,3,2,No,4,0,3,0
50,Female,Sales,Sales Executive,142597,13,2,3,No,21,0,4,0
40,Male,Research & Development,Sales Executive,67971,16,2,2,Yes,22,6,2,0
22,Male,Research & Development,Healthcare Representative,104462,11,2,2,No,34,0,1,0
34,Female,Human Resources,Research Scientist,82556,19,4,3,No,39,5,4,0
59,Female,Research & Development,Research Scientist,143894,17,1,4,No,11,1,3,0
19,Male,Research & Development,Research Scientist,62791,7,1,4,Yes,13,3,2,0
54,Male,Sales,Sales Representative,40324,15,1,3,Yes,8,5,4,1
46,Female,Research & Development,Manager,66143,18,3,3,No,9,6,2,0
29,Male,Sales,Human Resources,98539,12,3,3,No,18,2,3,0
50,Male,Research & Development,Research Scientist,143704,17,3,4,No,39,6,4,1
53,Male,Research & Development,Research Scientist,126898,3,1,1,Yes,35,3,1,0
19,Male,Research & Development,Healthcare Representative,17478,9,4,4,No,36,6,4,0
22,Female,Sales,Manager,83718,17,4,3,No,18,0,4,0
45,Female,Research & Development,Research Scientist,36481,22,4,3,No,26,1,2,0
59,Female,Research & Development,Research Scientist,63893,16,4,3,No,29,4,2,0
19,Male,Research & Development,Manufacturing Director,142432,16,2,4,No,10,4,1,0
45,Male,Research & Development,Sales Executive,147942,8,3,3,No,19,5,1,0
23,Female,Research & Development,Manufacturing Director,35746,17,2,1,No,22,2,4,1
45,Male,Sales,Sales Representative,34033,8,3,4,No,15,4,2,0
44,Female,Research & Development,Healthcare Representative,109002,1,2,3,No,19,4,3,1
21,Female,Research & Development,Manufacturing Director,70475,6,3,4,No,18,6,1,0
46,Male,Sales,Healthcare Representative,73432,15,4,4,No,3,0,2,0
55,Female,Research & Development,Human Resources,132905,24,3,4,Yes,30,0,4,0
54,Female,Human Resources,Healthcare Representative,139280,12,4,1,No,36,4,3,0
19,Male,Research & Development,Healthcare Representative,136564,21,4,3,Yes,30,0,1,0
28,Female,Research & Development,Human Resources,120702,19,1,4,Yes,37,1,1,0
28,Male,Research & Development,Research Scientist,147351,14,4,4,No,17,3,4,0
37,Female,Research & Development,Sales Executive,112181,20,4,3,Yes,3,1,1,0
24,Female,Research & Development,Healthcare Representative,134454,10,2,4,Yes,11,1,1,1
53,Male,Sales,Laboratory Technician,87951,11,3,4,Yes,34,2,2,0
50,Female,Research & Development,Research Scientist,21879,18,3,1,Yes,6,4,4,0
51,Male,Research & Development,Research Scientist,125221,15,4,4,No,22,2,3,0
26,Female,Sales,Research Director,140518,13,4,3,No,1,5,1,0
18,Female,Research & Development,Manager,57162,10,1,3,No,13,1,4,0
56,Female,Sales,Sales Representative,72802,24,1,1,No,5,0,4,0
30,Female,Research & Development,Research Scientist,92235,1,1,4,No,5,1,3,0
45,Male,Research & Development,Manufacturing Director,102968,1,3,2,No,7,6,1,0
56,Female,Research & Development,Manager,106091,11,4,2,No,21,1,1,0
19,Male,Research & Development,Healthcare Representative,68227,0,3,2,No,27,0,4,1
18,Female,Human Resources,Sales Representative,130345,8,1,4,No,12,2,4,0
18,Male,Research & Development,Sales Representative,124845,14,3,2,No,32,4,4,0
24,Female,Research & Development,Manufacturing Director,142206,10,2,1,Yes,16,2,2,1
20,Male,Research & Development,Research Director,92749,5,2,1,No,29,2,3,0
52,Female,Sales,Laboratory Technician,25456,7,4,4,No,21,0,1,0
43,Male,Sales,Sales Executive,129148,15,2,1,No,29,4,1,0
59,Female,Research & Development,Human Resources,25731,23,3,4,Yes,39,1,1,0
51,Male,Sales,Sales Executive,41159,19,1,1,No,39,0,3,0
58,Male,Research & Development,Laboratory Technician,53498,13,2,4,No,23,5,2,0
28,Male,Research & Development,Research Scientist,39972,3,3,3,Yes,38,6,3,0
30,Male,Research & Development,Laboratory Technician,112705,6,3,1,No,28,4,2,0
53,Female,Sales,Manufacturing Director,74450,11,4,4,No,11,6,3,0
28,Male,Research & Development,Research Scientist,44609,6,2,2,Yes,37,2,4,1
20,Male,Research & Development,Healthcare Representative,15641,17,4,4,No,6,3,3,0
46,Male,Research & Development,Human Resources,44212,9,4,3,Yes,19,2,4,0
51,Male,Sales,Research Scientist,108535,20,2,2,No,6,3,4,0
58,Female,Research & Development,Human Resources,122229,6,1,1,Yes,31,6,3,1
56,Female,Sales,Manufacturing Director,54967,12,2,2,Yes,35,4,4,1
23,Male,Research & Development,Manager,24887,17,3,1,No,32,0,1,1
50,Female,Research & Development,Manufacturing Director,90235,5,4,4,No,4,4,3,0
53,Female,Human Resources,Laboratory Technician,120691,19,3,1,Yes,11,2,1,1
47,Female,Research & Development,Sales Executive,24450,14,3,1,No,14,3,1,0
52,Female,Research & Development,Manager,122398,16,1,1,No,5,3,1,0
53,Female,Sales,Human Resources,38036,11,3,4,No,21,4,1,0
36,Male,Research & Development,Healthcare Representative,49817,23,4,4,No,2,6,2,0
19,Female,Research & Development,Manager,99085,19,2,3,No,24,6,3,0
37,Male,Research & Development,Manager,21935,4,4,1,No,23,6,4,1
26,Male,Sales,Manufacturing Director,56264,13,1,3,No,24,4,4,0
22,Female,Sales,Research Scientist,33749,22,4,4,No,36,1,1,0
23,Male,Sales,Healthcare Representative,43987,6,4,1,Yes,31,1,2,1
47,Female,Human Resources,Research Director,119409,13,3,4,Yes,11,5,2,0
39,Female,Research & Development,Laboratory Technician,45894,18,3,1,No,23,6,1,0
40,Female,Sales,Research Director,20872,6,4,4,Yes,32,0,1,0
49,Male,Human Resources,Research Director,44000,12,2,3,No,34,1,2,0
41,Male,Sales,Laboratory Technician,26711,13,1,4,No,26,4,4,0
44,Male,Research & Development,Manager,99084,4,4,2,No,4,1,2,0
21,Female,Research & Development,Sales Representative,146333,4,1,4,No,17,0,2,0
53,Male,Human Resources,Healthcare Representative,37638,14,3,4,No,34,6,4,0
36,Female,Research & Development,Sales Representative,113395,4,2,2,No,3,0,2,0
24,Male,Research & Development,Human Resources,63965,23,4,3,Yes,24,1,3,0
52,Male,Human Resources,Manager,24696,13,4,2,Yes,22,6,4,0
48,Male,Sales,Research Director,107864,17,2,2,No,9,0,1,0
20,Male,Human Resources,Research Director,43336,9,3,4,No,14,5,3,0
26,Male,Research & Development,Research Director,84345,7,2,1,No,39,3,2,0
18,Male,Human Resources,Research Director,83459,12,2,1,No,24,3,1,1
29,Female,Sales,Laboratory Technician,95632,17,4,2,Yes,37,5,1,0
22,Female,Sales,Sales Executive,33217,9,2,4,No,19,0,3,0
47,Female,Research & Development,Research Scientist,48872,7,4,1,No,33,0,3,0
39,Male,Research & Development,Laboratory Technician,114541,3,3,2,No,25,1,3,0
59,Male,Research & Development,Sales Representative,140916,13,4,3,No,36,3,3,0
49,Female,Human Resources,Healthcare Representative,16582,16,3,2,No,13,6,3,0
43,Female,Research & Development,Healthcare Representative,70873,13,4,3,Yes,15,0,1,0
39,Female,Research & Development,Sales Executive,133988,6,2,3,No,2,2,1,0
20,Male,Research & Development,Sales Representative,53740,6,2,4,Yes,9,3,2,0
20,Male,Sales,Manufacturing Director,75428,9,2,4,Yes,6,1,3,0
43,Female,Sales,Sales Representative,137084,8,1,2,No,8,2,4,0
18,Female,Sales,Research Scientist,145810,5,1,2,Yes,13,1,4,1
19,Female,Research & Development,Laboratory Technician,103464,23,2,2,Yes,35,0,4,1
27,Female,Research & Development,Sales Executive,108708,8,4,2,No,15,3,2,0
55,Male,Research & Development,Laboratory Technician,97882,6,4,4,No,33,6,3,0
37,Female,Research & Development,Human Resources,53289,15,3,3,No,32,2,1,0
47,Female,Research & Development,Healthcare Representative,134709,20,2,3,No,39,4,2,0
35,Female,Research & Development,Manufacturing Director,19599,11,3,2,No,20,4,1,0
25,Female,Human Resources,Laboratory Technician,22902,16,4,3,No,34,5,4,0
33,Male,Research & Development,Laboratory Technician,96242,2,1,3,No,17,5,2,0
21,Female,Research & Development,Sales Representative,128086,13,4,3,No,25,6,3,0
50,Male,Research & Development,Human Resources,124922,1,4,4,No,32,5,1,0
25,Female,Research & Development,Sales Representative,106511,3,4,4,Yes,6,6,4,0
33,Male,Human Resources,Sales Representative,65799,14,1,1,Yes,3,6,3,0
59,Female,Research & Development,Healthcare Representative,63599,5,4,1,No,7,5,1,0
42,Female,Research & Development,Sales Executive,72463,0,3,4,Yes,29,3,2,0
37,Male,Research & Development,Sales Representative,49607,4,3,2,No,19,2,1,0
40,Male,Research & Development,Research Director,71583,19,1,2,No,11,3,1,0
50,Female,Research & Development,Healthcare Representative,29148,14,2,4,No,30,5,1,0
28,Male,Research & Development,Sales Executive,58182,9,2,3,No,1,5,3,0
44,Female,Research & Development,Sales Representative,142045,24,4,1,Yes,7,3,4,0
54,Female,Sales,Human Resources,110435,9,2,1,No,19,0,3,0
42,Female,Human Resources,Laboratory Technician,34158,21,1,4,No,36,1,3,0
36,Male,Research & Development,Research Scientist,53647,8,4,4,No,30,4,1,0
24,Male,Human Resources,Sales Representative,50024,0,1,2,No,27,2,1,0
28,Female,Sales,Laboratory Technician,53025,2,4,4,Yes,28,3,1,1
57,Female,Research & Development,Sales Representative,108299,6,4,1,No,13,2,4,0
40,Female,Research & Development,Sales Representative,135826,4,2,4,Yes,18,0,3,0
30,Male,Research & Development,Laboratory Technician,110870,3,3,1,Yes,35,3,4,0
35,Female,Sales,Sales Executive,80937,9,4,3,No,29,3,4,0
42,Female,Human Resources,Manager,36703,24,3,4,No,24,5,1,0
40,Female,Research & Development,Manufacturing Director,34290,5,3,3,No,4,0,3,0
47,Male,Research & Development,Research Director,124907,5,1,4,No,29,3,3,0
28,Female,Research & Development,Manufacturing Director,106479,24,3,2,No,15,5,3,0
45,Female,Sales,Laboratory Technician,83888,5,3,2,No,16,1,3,0
36,Male,Research & Development,Research Director,92920,20,3,2,Yes,27,2,2,0
57,Female,Sales,Sales Representative,129541,15,4,1,No,16,0,1,0
24,Female,Research & Development,Manager,124864,23,4,2,Yes,23,4,4,0
24,Male,Research & Development,Human Resources,26783,13,3,1,No,1,5,3,0
37,Female,Research & Development,Research Director,68339,14,2,4,No,8,3,4,0
39,Female,Sales,Research Director,20782,5,2,1,No,21,2,1,1
47,Female,Sales,Research Director,66947,14,1,1,Yes,38,5,1,0
34,Male,Sales,Manufacturing Director,100993,16,3,3,No,30,3,4,1
56,Female,Sales,Sales Executive,43134,24,2,3,Yes,17,2,4,0
37,Female,Research & Development,Manager,35253,2,4,1,Yes,38,5,4,0
23,Male,Sales,Sales Representative,81275,3,4,3,No,11,1,2,0
23,Female,Human Resources,Human Resources,85868,0,4,1,No,35,5,4,0
58,Male,Sales,Sales Representative,111403,19,4,4,No,16,1,1,0
23,Male,Sales,Manager,16904,2,2,1,No,4,3,4,1
57,Female,Human Resources,Manager,48477,22,2,3,No,1,1,2,0
29,Male,Sales,Research Scientist,120290,9,3,3,No,39,4,1,0
21,Male,Research & Development,Sales Executive,107067,7,2,2,No,26,3,3,0
30,Male,Human Resources,Sales Executive,136436,24,2,3,No,6,1,2,0
43,Female,Human Resources,Human Resources,124993,18,3,2,Yes,39,5,1,1
35,Male,Research & Development,Research Director,128249,13,2,3,No,2,6,3,0
50,Female,Sales,Laboratory Technician,83937,22,4,1,No,14,0,4,0
43,Female,Research & Development,Manufacturing Director,144377,18,1,3,Yes,30,3,2,0
34,Female,Human Resources,Healthcare Representative,71152,15,2,4,Yes,3,5,4,0
44,Female,Human Resources,Laboratory Technician,136917,8,3,4,Yes,36,5,3,0
58,Male,Sales,Manufacturing Director,67899,24,4,2,No,27,1,1,0
35,Male,Research & Development,Manufacturing Director,74942,17,3,2,No,38,0,2,0
24,Female,Research & Development,Sales Representative,107563,23,1,2,No,33,3,4,1
35,Female,Sales,Sales Representative,68777,24,2,4,No,33,4,1,0
53,Female,Research & Development,Sales Executive,34858,13,4,4,No,9,2,4,0
27,Male,Sales,Healthcare Representative,135984,8,2,3,Yes,8,2,3,0
57,Male,Research & Development,Human Resources,76145,23,2,4,No,10,3,3,0
42,Female,Sales,Research Director,140136,24,1,1,No,7,3,3,0
43,Female,Research & Development,Research Director,68880,3,3,4,Yes,26,3,3,0
31,Male,Sales,Sales Representative,146332,15,1,4,Yes,3,4,3,0
56,Female,Research & Development,Sales Executive,96392,15,2,3,No,17,6,3,0
19,Female,Sales,Human Resources,118722,18,3,3,No,23,5,3,0
30,Male,Human Resources,Sales Representative,116997,24,4,4,No,22,0,3,0
35,Female,Sales,Research Director,42268,6,1,3,Yes,20,2,2,0
38,Male,Research & Development,Human Resources,125090,24,2,4,Yes,9,0,2,0
37,Male,Sales,Laboratory Technician,142568,16,1,1,Yes,5,6,4,1
24,Male,Sales,Sales Executive,104252,2,2,3,No,39,4,4,0
27,Female,Sales,Manager,142864,12,4,2,No,19,1,3,0
22,Female,Sales,Healthcare Representative,129221,3,2,4,No,24,5,2,0
42,Female,Sales,Sales Executive,104927,23,2,4,No,23,3,3,0
32,Female,Research & Development,Laboratory Technician,79422,19,2,4,Yes,15,0,3,0
41,Male,Research & Development,Human Resources,130732,22,4,1,No,29,1,2,0
42,Male,Sales,Manufacturing Director,40042,15,3,2,No,15,5,1,0
47,Male,Research & Development,Laboratory Technician,90758,9,3,1,No,17,2,3,0
40,Female,Research & Development,Manager,125123,10,4,4,No,32,3,2,0
45,Female,Sales,Manager,142457,23,3,2,Yes,13,6,1,0
42,Female,Research & Development,Laboratory Technician,51060,3,3,3,No,28,2,4,0
45,Male,Sales,Research Director,27681,22,3,2,No,26,0,3,1
43,Male,Sales,Manager,60003,10,3,4,Yes,2,0,1,0
31,Male,Research & Development,Research Scientist,131635,14,1,4,No,27,6,1,0
28,Male,Human Resources,Laboratory Technician,85717,16,2,4,No,32,4,3,0
51,Male,Human Resources,Research Director,22492,2,4,3,Yes,11,2,4,0
32,Female,Human Resources,Sales Executive,31113,3,1,1,No,36,0,2,0
41,Female,Research & Development,Sales Executive,60779,4,4,4,No,1,4,4,0
26,Male,Sales,Manager,61269,19,3,1,No,8,0,1,0
36,Male,Research & Development,Manufacturing Director,33268,1,2,2,No,37,0,3,0
40,Female,Sales,Laboratory Technician,81709,15,1,2,Yes,34,4,4,1
44,Male,Sales,Healthcare Representative,79683,2,4,2,No,30,4,4,0
40,Male,Sales,Research Scientist,41906,19,1,4,No,24,3,1,0
33,Female,Research & Development,Manufacturing Director,46353,24,3,1,Yes,8,6,3,1
58,Female,Research & Development,Laboratory Technician,104697,10,1,3,No,20,1,1,0
39,Female,Sales,Manager,143529,5,4,1,No,23,3,1,0
51,Male,Research & Development,Sales Representative,149527,11,1,4,Yes,4,2,4,1
48,Female,Research & Development,Human Resources,90508,17,4,3,No,24,2,3,1
41,Male,Human Resources,Sales Executive,20197,18,3,2,No,4,1,1,0
55,Male,Sales,Laboratory Technician,136193,15,1,1,No,5,5,4,0
23,Female,Research & Development,Laboratory Technician,143320,14,3,1,No,7,4,4,0
56,Female,Sales,Manager,52537,15,4,1,No,8,4,1,0
53,Male,Research & Development,Healthcare Representative,69048,5,1,2,No,4,0,1,0
39,Female,Sales,Research Director,18506,5,4,4,Yes,38,0,1,0
48,Male,Sales,Human Resources,123162,23,4,1,No,32,5,4,1
39,Male,Research & Development,Sales Representative,119713,14,3,3,No,20,4,3,0
29,Male,Sales,Research Scientist,17784,21,2,2,No,15,0,3,0
51,Female,Sales,Sales Executive,109820,15,1,1,No,8,4,2,0
28,Female,Human Resources,Human Resources,70604,11,2,3,No,38,6,2,0
31,Male,Sales,Human Resources,88641,14,4,3,No,32,5,3,0
39,Male,Research & Development,Laboratory Technician,44475,17,3,4,No,30,1,1,0
53,Male,Research & Development,Sales Executive,125071,4,3,3,No,19,2,3,0
34,Male,Sales,Sales Representative,69594,11,4,2,No,2,5,1,0
38,Male,Research & Development,Manager,128411,18,2,4,Yes,25,2,4,0
19,Male,Sales,Research Director,35016,2,1,1,Yes,20,5,1,1
22,Female,Research & Development,Manager,94366,1,4,3,No,12,6,1,0
20,Male,Sales,Sales Representative,56870,4,3,4,No,13,2,2,0
21,Male,Sales,Research Director,145400,14,3,1,No,3,4,2,0
54,Female,Research & Development,Sales Executive,90179,5,3,4,Yes,34,3,3,0
53,Male,Human Resources,Research Scientist,112161,10,4,1,No,7,3,4,0
52,Male,Research & Development,Research Director,26635,3,4,2,No,32,0,3,0
20,Male,Human Resources,Research Scientist,106378,6,3,2,No,38,6,2,0
21,Male,Research & Development,Research Scientist,28645,0,4,1,No,2,3,3,0
29,Male,Research & Development,Sales Representative,63791,20,2,3,No,25,1,3,0
41,Female,Research & Development,Research Scientist,45034,11,3,2,Yes,3,4,1,0
32,Male,Human Resources,Research Scientist,15304,4,4,3,Yes,33,2,1,0
38,Female,Research & Development,Sales Executive,94148,13,1,2,Yes,20,5,1,1
25,Female,Research & Development,Healthcare Representative,47527,23,3,3,Yes,1,5,1,0
48,Male,Research & Development,Manager,84198,20,3,4,No,31,2,4,0
31,Male,Research & Development,Sales Representative,118129,22,3,3,Yes,30,4,2,0
20,Male,Sales,Human Resources,39051,10,4,1,No,37,0,2,0
49,Male,Research & Development,Manager,110832,9,2,2,No,19,6,2,0
55,Female,Research & Development,Sales Representative,55099,7,1,2,No,37,3,2,0
18,Female,Research & Development,Research Scientist,59687,7,1,1,No,26,4,3,0
36,Male,Research & Development,Manufacturing Director,92894,22,4,1,No,21,4,1,0
52,Male,Research & Development,Laboratory Technician,99453,3,3,1,No,14,2,3,0
47,Male,Research & Development,Sales Executive,103478,21,3,4,No,12,4,4,0
53,Female,Research & Development,Human Resources,41363,22,2,2,No,25,2,4,0
35,Female,Sales,Laboratory Technician,93247,21,2,4,No,29,4,2,0
33,Male,Human Resources,Healthcare Representative,50589,15,4,3,No,2,0,4,0
47,Male,Research & Development,Manufacturing Director,52384,21,3,3,Yes,17,1,1,0
24,Male,Sales,Sales Executive,142900,0,4,4,No,2,6,1,0
28,Male,Sales,Human Resources,28624,20,4,3,No,16,5,2,0
43,Male,Sales,Research Scientist,70779,12,4,1,Yes,32,0,1,0
46,Male,Research & Development,Sales Executive,74305,23,3,2,Yes,27,1,2,0
23,Male,Research & Development,Manufacturing Director,48073,2,1,3,Yes,5,3,4,0
39,Male,Human Resources,Research Scientist,121024,23,3,1,Yes,28,0,4,1
33,Male,Research & Development,Human Resources,80759,14,3,1,Yes,1,2,2,0
39,Female,Research & Development,Research Scientist,112119,2,3,1,No,1,2,2,0
58,Female,Research & Development,Laboratory Technician,67247,12,1,3,No,36,0,2,0
21,Male,Research & Development,Laboratory Technician,136064,0,4,2,No,2,2,1,0
59,Male,Research & Development,Sales Executive,113486,2,4,1,No,11,2,1,0
36,Female,Sales,Sales Executive,59980,13,2,3,Yes,6,0,4,0
50,Female,Human Resources,Healthcare Representative,144885,20,2,3,No,23,4,3,0
35,Male,Research & Development,Laboratory Technician,131782,2,1,3,Yes,21,1,3,0
31,Female,Research & Development,Sales Executive,94884,6,4,1,No,33,0,2,0
50,Male,Human Resources,Laboratory Technician,17220,9,1,4,No,39,0,4,0
46,Male,Research & Development,Laboratory Technician,94804,13,2,1,No,30,6,1,0
24,Female,Sales,Manufacturing Director,108263,0,2,3,No,19,0,4,1
47,Female,Research & Development,Human Resources,64252,15,2,3,No,2,6,3,0
49,Female,Sales,Laboratory Technician,34425,12,3,1,No,36,1,2,1
34,Male,Research & Development,Sales Representative,91225,24,4,2,No,22,0,4,0
56,Female,Sales,Sales Representative,123204,7,4,1,No,9,3,2,0
44,Male,Research & Development,Sales Executive,58109,12,3,2,Yes,22,6,2,0
32,Female,Human Resources,Healthcare Representative,76601,2,1,3,Yes,16,0,3,1
18,Male,Sales,Healthcare Representative,15147,22,4,2,No,14,2,3,0
46,Male,Research & Development,Healthcare Representative,110020,20,2,3,No,18,5,3,0
26,Female,Research & Development,Research Scientist,131922,8,4,4,No,30,0,2,0
49,Female,Research & Development,Healthcare Representative,119807,11,2,1,Yes,7,1,2,0
40,Female,Sales,Research Scientist,72974,21,3,2,Yes,38,2,2,0
37,Male,Sales,Human Resources,21088,7,2,1,No,3,5,4,1
24,Male,Research & Development,Manager,81431,5,2,3,Yes,6,5,2,0
47,Female,Research & Development,Sales Executive,141957,6,1,1,No,27,4,4,0
24,Female,Research & Development,Healthcare Representative,26272,17,3,4,Yes,6,4,1,0
35,Male,Sales,Human Resources,43880,5,2,2,Yes,31,0,1,0
53,Female,Research & Development,Sales Representative,128009,2,4,3,Yes,29,1,2,0
56,Female,Research & Development,Laboratory Technician,91707,4,2,1,No,17,6,1,0
59,Male,Sales,Human Resources,37995,24,4,2,No,18,5,4,0
58,Female,Research & Development,Research Scientist,18275,21,2,1,No,39,1,2,1
41,Female,Research & Development,Laboratory Technician,70433,23,2,3,No,32,4,1,0
26,Female,Research & Development,Research Scientist,95314,6,1,1,No,25,5,3,0
53,Female,Human Resources,Human Resources,128435,11,3,1,No,6,5,4,0
51,Male,Research & Development,Sales Representative,134311,12,1,3,No,23,6,4,0
59,Female,Research & Development,Healthcare Representative,76800,13,2,3,Yes,2,3,1,0
45,Female,Sales,Sales Representative,72035,0,4,2,No,10,0,4,1
23,Female,Sales,Laboratory Technician,140705,14,3,2,No,28,5,2,0
39,Female,Sales,Sales Executive,119879,0,3,2,No,16,0,4,0
36,Male,Research & Development,Research Director,43257,6,4,4,No,39,4,3,0
53,Male,Research & Development,Human Resources,106971,7,4,2,No,37,5,3,0
34,Male,Sales,Sales Executive,111556,16,4,4,No,4,0,4,0
31,Female,Sales,Sales Executive,46577,22,3,1,Yes,35,5,4,1
21,Female,Research & Development,Manager,147029,17,2,1,No,34,5,1,0
53,Female,Research & Development,Sales Executive,55073,10,1,2,Yes,5,4,3,0
49,Male,Research & Development,Sales Representative,89197,13,2,1,Yes,16,2,1,1
19,Female,Research & Development,Human Resources,81653,12,3,3,No,37,1,4,0
36,Male,Human Resources,Laboratory Technician,108444,3,2,2,No,1,4,3,0
38,Male,Sales,Laboratory Technician,136723,23,3,2,No,3,1,1,0
37,Female,Research & Development,Research Director,68085,22,1,3,No,20,4,2,0
56,Male,Research & Development,Manufacturing Director,66911,6,1,1,No,38,1,4,1
24,Male,Research & Development,Laboratory Technician,116430,2,2,2,No,11,2,3,0
30,Male,Human Resources,Sales Executive,143556,4,1,4,No,31,3,1,1
25,Male,Sales,Research Director,137697,15,4,3,No,28,1,4,0
28,Male,Research & Development,Human Resources,116622,0,2,3,Yes,6,5,3,1
56,Female,Research & Development,Sales Executive,109912,2,2,3,No,12,4,1,0
57,Female,Human Resources,Research Director,118778,16,2,2,No,25,0,2,0
19,Male,Research & Development,Research Scientist,141350,3,2,4,No,19,5,4,0
44,Male,Research & Development,Research Scientist,16436,1,4,4,Yes,10,5,2,0
27,Male,Research & Development,Manufacturing Director,94468,0,3,2,No,8,5,1,0
26,Male,Research & Development,Manufacturing Director,19594,17,1,4,No,22,4,3,0
30,Female,Research & Development,Research Director,92913,9,1,1,Yes,33,4,4,0
26,Male,Research & Development,Sales Representative,68287,7,1,2,No,17,2,3,0
38,Male,Sales,Research Scientist,56124,15,2,2,Yes,37,1,4,1
59,Male,Research & Development,Manager,135283,4,3,3,No,27,1,1,0
42,Male,Human Resources,Research Director,110799,13,4,3,No,16,2,3,0
48,Male,Research & Development,Manager,91601,12,2,2,No,28,2,3,0
38,Male,Research & Development,Laboratory Technician,134063,16,1,2,Yes,18,5,4,0
18,Female,Human Resources,Research Scientist,28216,15,1,3,No,30,3,3,0
21,Female,Research & Development,Healthcare Representative,102252,16,2,2,No,39,2,4,0
29,Female,Human Resources,Healthcare Representative,36092,5,2,2,No,31,5,1,0
